0,1
109754,"{'stop_name': 'Av. Luca, 861', 'stop_lat': -23.569279, 'stop_lon': -46.557136, 'stop_location_type': 'Bus'}"
109759,"{'stop_name': 'R. Pirassununga, 1313', 'stop_lat': -23.567859, 'stop_lon': -46.580223, 'stop_location_type': 'Bus'}"
109761,"{'stop_name': 'R. Pirajá, 347', 'stop_lat': -23.562059, 'stop_lon': -46.575916, 'stop_location_type': 'Bus'}"
109762,"{'stop_name': 'R. Corumbaíba, 238', 'stop_lat': -23.569985, 'stop_lon': -46.576826, 'stop_location_type': 'Bus'}"
109765,"{'stop_name': 'Av. Salim Farah Maluf, 2100', 'stop_lat': -23.552232, 'stop_lon': -46.577653, 'stop_location_type': 'Bus'}"
109773,"{'stop_name': 'R. Siqueira Bueno, 1916', 'stop_lat': -23.552927, 'stop_lon': -46.585032, 'stop_location_type': 'Bus'}"
109775,"{'stop_name': 'R. Sebastião Barbosa, 37', 'stop_lat': -23.55287, 'stop_lon': -46.574698, 'stop_location_type': 'Bus'}"
109776,"{'stop_name': 'Pça. Ituzaingo, 10', 'stop_lat': -23.55276, 'stop_lon': -46.572316, 'stop_location_type': 'Bus'}"
109777,"{'stop_name': 'R. Pirassununga, 1071', 'stop_lat': -23.565928, 'stop_lon': -46.580013, 'stop_location_type': 'Bus'}"
109778,"{'stop_name': 'Av. Salim Farah Maluf, 3117', 'stop_lat': -23.556718, 'stop_lon': -46.577175, 'stop_location_type': 'Bus'}"
109784,"{'stop_name': 'R. Lituânia, 566', 'stop_lat': -23.564386, 'stop_lon': -46.587162, 'stop_location_type': 'Bus'}"
109785,"{'stop_name': 'R. Guandu, 8', 'stop_lat': -23.556935, 'stop_lon': -46.569623, 'stop_location_type': 'Bus'}"
210999,"{'stop_name': 'R. Livi, 473', 'stop_lat': -23.547121, 'stop_lon': -46.700656, 'stop_location_type': 'Bus'}"
211000,"{'stop_name': 'R. Livi, 346', 'stop_lat': -23.545968, 'stop_lon': -46.700768, 'stop_location_type': 'Bus'}"
211121,"{'stop_name': 'R. Pio Xi, 1480', 'stop_lat': -23.536022, 'stop_lon': -46.714262, 'stop_location_type': 'Bus'}"
211122,"{'stop_name': 'R. S. Domingos Savio, 160', 'stop_lat': -23.536739, 'stop_lon': -46.713576, 'stop_location_type': 'Bus'}"
211147,"{'stop_name': 'Av. Arruda Botelho, 255', 'stop_lat': -23.550196, 'stop_lon': -46.717396, 'stop_location_type': 'Bus'}"
211148,"{'stop_name': 'Av. Arruda Botelho, 595', 'stop_lat': -23.552927, 'stop_lon': -46.71884, 'stop_location_type': 'Bus'}"
211157,"{'stop_name': 'R. Da. Elisa Moraes Mendes, 1199', 'stop_lat': -23.551962, 'stop_lon': -46.707761, 'stop_location_type': 'Bus'}"
211191,"{'stop_name': 'Av. S. Gualter, 1850', 'stop_lat': -23.551015, 'stop_lon': -46.709414, 'stop_location_type': 'Bus'}"
211193,"{'stop_name': 'R. Da. Elisa Moraes Mendes, 1280', 'stop_lat': -23.552654, 'stop_lon': -46.708362, 'stop_location_type': 'Bus'}"
211227,"{'stop_name': 'Av. Pe. Pereira De Andrade, 100', 'stop_lat': -23.538171, 'stop_lon': -46.719704, 'stop_location_type': 'Bus'}"
211241,"{'stop_name': 'Av. Dra. Ruth Cardoso, 4797', 'stop_lat': -23.551839, 'stop_lon': -46.722569, 'stop_location_type': 'Bus'}"
211256,"{'stop_name': 'R. Dr. Alberto Seabra, 402', 'stop_lat': -23.547587, 'stop_lon': -46.708644, 'stop_location_type': 'Bus'}"
211262,"{'stop_name': 'R. Dr. Alberto Seabra, 1175', 'stop_lat': -23.541231, 'stop_lon': -46.705945, 'stop_location_type': 'Bus'}"
211269,"{'stop_name': 'Av. Pedroso De Moraes, 2538', 'stop_lat': -23.555119, 'stop_lon': -46.705697, 'stop_location_type': 'Bus'}"
211270,"{'stop_name': 'Av. Arruda Botelho, 262', 'stop_lat': -23.5503, 'stop_lon': -46.71789, 'stop_location_type': 'Bus'}"
211273,"{'stop_name': 'R. Nazareth Paulista, 320', 'stop_lat': -23.545726, 'stop_lon': -46.69938, 'stop_location_type': 'Bus'}"
211274,"{'stop_name': 'R. Nazareth Paulista, 223', 'stop_lat': -23.5456, 'stop_lon': -46.700349, 'stop_location_type': 'Bus'}"
211275,"{'stop_name': 'Av. Prof. Fonseca Rodrigues, 689', 'stop_lat': -23.549045, 'stop_lon': -46.714419, 'stop_location_type': 'Bus'}"
211276,"{'stop_name': 'R. Das Tabocas, 202', 'stop_lat': -23.550716, 'stop_lon': -46.697987, 'stop_location_type': 'Bus'}"
211278,"{'stop_name': 'R. Pio Xi, 2038', 'stop_lat': -23.54038, 'stop_lon': -46.713928, 'stop_location_type': 'Bus'}"
211279,"{'stop_name': 'R. Ibiraçu, 179', 'stop_lat': -23.542689, 'stop_lon': -46.700338, 'stop_location_type': 'Bus'}"
301075,"{'stop_name': 'Estr. Cel. José Gladiador, 400', 'stop_lat': -23.442484, 'stop_lon': -46.796363, 'stop_location_type': 'Bus'}"
301087,"{'stop_name': 'Av. Felippo Sturba, 685', 'stop_lat': -23.440339, 'stop_lon': -46.790203, 'stop_location_type': 'Bus'}"
301567,"{'stop_name': 'R. Diego Velasquez, 194', 'stop_lat': -23.431892, 'stop_lon': -46.789126, 'stop_location_type': 'Bus'}"
301573,"{'stop_name': 'R. Nestor Gomes, 105', 'stop_lat': -23.431512, 'stop_lon': -46.793126, 'stop_location_type': 'Bus'}"
301578,"{'stop_name': 'R. Alberto Alvarez, 189', 'stop_lat': -23.430024, 'stop_lon': -46.794481, 'stop_location_type': 'Bus'}"
301646,"{'stop_name': 'R. Itabira Do Mato, 53', 'stop_lat': -23.446529, 'stop_lon': -46.803318, 'stop_location_type': 'Bus'}"
301671,"{'stop_name': 'Av. Da Solidariedade, 23', 'stop_lat': -23.43718, 'stop_lon': -46.805737, 'stop_location_type': 'Bus'}"
301672,"{'stop_name': 'Av. Da Solidariedade, 111', 'stop_lat': -23.43923, 'stop_lon': -46.807039, 'stop_location_type': 'Bus'}"
301674,"{'stop_name': 'Estr. Cel. José Gladiador', 'stop_lat': -23.442419, 'stop_lon': -46.796187, 'stop_location_type': 'Bus'}"
